id,name,description,work_flow,audio_codec,audio_channel,audio_data_rate,audio_format,audio_sample_rate,audio_sample_size,video_codec,video_bit_rate,video_bit_rate_max_percent,video_bit_rate_method,video_frame_rate,video_frame_size,video_key_frame,adaptive_bframe_placement,adaptive_quant_brightness_base,adaptive_quant_contrast_base,ad_converter,adaptive_quant_complexity_base,alpha_deblocking,aspect_ratio,auto_key_frames_enabled,auto_key_frames,auto_key_frame_threshold,auto_level,automatic_settings_profile,bandwidth_filter,beta_deblocking,bframe_pyramid,bitrate_buffer,bitstream,bitstream_type,black_normalization_level,cabac,center_mix_level_loro,center_mix_level_ltrt,channemapping,color_depth,color_range_and_coeffients,compression_speed,constrained_quality_level,cpu_usage,crc,crf,cut_off_frequency,data_rate_automatic,decode_cpu_cores,dialog_normalization,dolby_surroundex,dolby_surround_mode,drop_frames_threshold,drop_frames_to_maintain_data_rate,drop_frames_watermark,drop_frame_time_code,enable_auto_alt_ref,encoder_mode,encode_type,encoding_threads,error_resilient,fake_interlaced,fast_decode,field_encoding,field_order,film_mode_frame_rate_conversion,fixed_iframe_distance,force_key_frame_every,frame_reordering,header_type,headphone_mode,hf_cut_off,hrd_conformance,idr_rate,input_filtering,input_filtering_dc_fitler,input_filtering_digital_deem_phasis,interlaced,interlace_mode,lagged_frames,level,lfe,lfe_low_pass_filter,line_mode_compression1,line_mode_compression2,max_bframe_size,max_brframe_size,max_iframe_size,maximum_buffer_size,maximum_quality,max_pframe_size,metadata,metadata_copyright_material,metadata_original_material,minimum_distance_to_key_frame,minimum_quality,mixing_level,motion_estimation_algorithm,motion_estimation_search_range,max_bit_rate_percent,noise_sensitivity,number_of_bframes,number_of_bpictures,number_of_reference_frames,number_of_slices,optimal_buffer_level,performance,pixel_aspect_ratio,preset,profile,quality,rate_control_resizing,rate_control_resizing_up_threshold,rate_control_resizing_down_threshold,rf_mode_compression1,rf_mode_compression2,room_type,set_key_frame_at_scene_change,sharpness,speed,starting_buffer_level,static_region_threshold,subpixel_motion_estimation,surround_channel,surround_channel_3d_attenuation,surround_channel_90degree_phase_shift,surround_mix_level_loro,surround_mix_level_ltrt,time_stamp_offset,tns,tune,two_pass_vbr_bias,two_pass_vbr_max_section,two_pass_vbr_min_section,under_shoot_pct,use_4mv,use_bslice_as_reference,use_deblocking_filter,use_intensity_compensation,use_variable_sized_transformation,vbv_buffer_initial,vbv_buffer_target,visual_tuning,write_hrd_parameter,write_seq_end_code,zero_latency
173,MPG_DVD_Disc_Burn_ES_NTSC.spfx,"Recommended for one-off DVD burning for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,29.97,720x480,"",,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
174,MPG_DVD_Disc_Burn_ES_PAL.spfx,"Recommended for one-off DVD burning for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,25,720x576,15/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
175,MPG_DVD_ISO_Image_ES_NTSC.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Elementary Streams","MCptAC3 ",ChannelModeStereo,384000,"",48000,16,MPEG2VideoCodec,6000000,,BitRateModeTwoPassVBR,29.97,720x480,15/Frames,,,,Standard,,,,,,,,Default,True,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-27,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,True,"Film standard compression","Film standard compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"Film standard compression","Film standard compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
176,MPG_DVD_ISO_Image_ES_PAL.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Elementary Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,3072000,,BitRateModeTwoPassVBR,25,720x576,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,MPG_DVD_PS_NTSC.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x480 with 29.97fps.","Disc.DVD.Program Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,7987000,,BitRateModeTwoPassVBR,29.97,720x480,15/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,MPG_DVD_PS_PAL.spfx,"Recommended for use with DVD authoring applications for interlaced source files having frame dimensions of 720x576 with 25fps.","Disc.DVD.Program Streams",MPEG2AudioCodec,ChannelModeStereo,224000,"DVD (MPEG 2)",48000,16,MPEG2VideoCodec,7987000,,BitRateModeTwoPassVBR,25,720x576,15/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,MPG_HDTV_24_1080p.spfx,"ATSC compliant MPEG 2 Transport stream 1920X1080.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,24,1920x1080,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,MPG_HDTV_24_720p.spfx,"ATSC compliant MPEG 2 Transport stream 1280X720.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,10000000,,BitRateModeOnePassVBR,24,1280x720,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,MPG_HDTV_25_1080i.spfx,"ATSC Complaint MPEG 2 transport stream 1920X1080(50i) for European/PAL broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,96000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,25,1920x1080,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,MPG_HDTV_25_1080p.spfx,"ATSC compliant MPEG 2 Transport stream 1920X1080 for European/Pal broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,15000000,,BitRateModeOnePassVBR,25,1920x1080,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,MPG_HDTV_25_720p.spfx,"ATSC compliant MPEG 2 Transport stream 1280X720 for European/Pal broadcasts.",Broadcast.HDTV,MPEG2AudioCodec,ChannelModeStereo,384000,"ATSC HD (MPEG 2)",48000,16,MPEG2VideoCodec,10000000,,BitRateModeOnePassVBR,25,1280x720,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,MPG_HDV_24_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,23.98,1280x720,6/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,MPG_HDV_30_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,29.97,1280x720,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,MPG_HDV_50_1080i.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"HDV HD2 (MPEG 2)",48000,16,MPEG2VideoCodec,25000000,,BitRateModeOnePassCBR,25,1440x1080,15/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,MPG_HDV_60_1080i.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"HDV HD2 (MPEG 2)",48000,16,MPEG2VideoCodec,25000000,,BitRateModeOnePassCBR,29.97,1440x1080,15/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,MPG_HDV_60_720p.spfx,"HDV spec. MPEG 2, for transcoding footage to match HDV for editing on a timeline or exporting to tape. .mpg file extension.","Editing.HDV Stream",MPEG2AudioCodec,ChannelModeStereo,384000,"MDV HD1 (MPEG 2)",48000,16,MPEG2VideoCodec,18300000,,BitRateModeOnePassCBR,59.94,1280x720,12/Frames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,MPG_TS_MPEG-2_DolbyDigital_23.98_1080p.spfx,"1920x1080p at 23.98fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,23.98,1920x1080,12/Frames,,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
190,MPG_TS_MPEG-2_DolbyDigital_23.98_720p.spfx,"1280x720p at 23.98fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,23.98,1280x720,12/Frames,,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
191,MPG_TS_MPEG-2_DolbyDigital_29.97_1080i.spfx,"1920x1080i at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1920x1080,"",,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
192,MPG_TS_MPEG-2_DolbyDigital_29.97_1080p.spfx,"1920x1080p at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1920x1080,"",,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
193,MPG_TS_MPEG-2_DolbyDigital_29.97_720p.spfx,"1280x720p at 29.97fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,29.97,1280x720,15/Frames,,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
194,MPG_TS_MPEG-2_DolbyDigital_59.94_720p.spfx,"1280x720p at 59.94fps - Two pass VBR MPEG-2 at 20000Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.MPEG-2 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,MPEG2VideoCodec,20000000,,BitRateModeTwoPassVBR,59.94,1280x720,15/Frames,,,,Standard,,,,,,,,Default,False,,,,"Main audio service: complete main (CM)",Independent,,,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,,,,,,,,,,-31,"Not indicated","Not indicated",,,,,,"Dolby Digital",,,,,,,,,,,,,"Not indicated",,,,True,,,,,,,True,False,"No compression","No compression",,,,,,,True,,,,,105,,,,,,,,,,,,,,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,,,,,,,,,,
195,MPG_TS_h264_DolbyDigital_23.98_1080i.spfx,"1920x1080i at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1920x1080,300/Frames,True,0,0,Standard,0,,,,,,True,Default,False,,False,2475000,"Main audio service: complete main (CM)",Independent,True,CABAC,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,-31,"Not indicated","Not indicated",,,,False,,"Dolby Digital",,,,,,,"Top Field First",,True,,,,"Not indicated",,False,1,True,,,,Interlaced,,4.0,True,False,"No compression","No compression",0,0,0,,,0,True,,,,,105,,,,,1,,4,1,,10,"Square Pixels",,High,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,True,,,,0,100,,,,
196,MPG_TS_h264_DolbyDigital_23.98_720p.spfx,"1280x720p at 23.98fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,23.98,1280x720,300/Frames,True,0,0,Standard,0,,,,,,True,Default,False,,False,2475000,"Main audio service: complete main (CM)",Independent,True,CABAC,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,-31,"Not indicated","Not indicated",,,,False,,"Dolby Digital",,,,,,,"Top Field First",,True,,,,"Not indicated",,False,1,True,,,,Progressive,,4.0,True,False,"No compression","No compression",0,0,0,,,0,True,,,,,105,,,,,1,,4,1,,10,"Square Pixels",,High,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,True,,,,0,100,,,,
197,MPG_TS_h264_DolbyDigital_29.97_1080i.spfx,"1920x1080i at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1920x1080,300/Frames,True,0,0,Standard,0,,,,,,True,Default,False,,False,2475000,"Main audio service: complete main (CM)",Independent,True,CABAC,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,-31,"Not indicated","Not indicated",,,,False,,"Dolby Digital",,,,,,,"Top Field First",,True,,,,"Not indicated",,False,1,True,,,,Interlaced,,4.0,True,False,"No compression","No compression",0,0,0,,,0,True,,,,,105,,,,,1,,4,1,,10,"Square Pixels",,High,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,False,,,,0,100,,,,
198,MPG_TS_h264_DolbyDigital_29.97_720p.spfx,"1280x720p at 29.97fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,29.97,1280x720,300/Frames,True,0,0,Standard,0,,,,,,True,Default,False,,False,2475000,"Main audio service: complete main (CM)",Independent,True,CABAC,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,-31,"Not indicated","Not indicated",,,,False,,"Dolby Digital",,,,,,,"Top Field First",,True,,,,"Not indicated",,False,1,True,,,,Progressive,,4.0,True,False,"No compression","No compression",0,0,0,,,0,True,,,,,105,,,,,1,,4,1,,10,"Square Pixels",,High,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,True,,,,0,100,,,,
199,MPG_TS_h264_DolbyDigital_59.94_720p.spfx,"1280x720p at 59.94fps - Two pass VBR MainConcept H.264 at 16500Kbps with Dolby 5.1 audio at 448Kbps/16bit for use with BrightSign Digital Signage devices.","Devices.Digital Signage.h264 TS","MCptAC3 ",ChannelMode5_1,448000,"",48000,16,"MCpt264 ",16500000,120%,BitRateModeTwoPassVBR,59.94,1280x720,300/Frames,True,0,0,Standard,0,,,,,,True,Default,False,,False,2475000,"Main audio service: complete main (CM)",Independent,True,CABAC,"-3.0 dB","-3.0 dB","Preset 4:  L,  R,  C, LFE,  Ls,   Rs",,"Range 16-235, ITU-R Rec. BT.470-2",,,,,,,,,-31,"Not indicated","Not indicated",,,,False,,"Dolby Digital",,,,,,,"Top Field First",,True,,,,"Not indicated",,False,1,True,,,,Progressive,,4.0,True,False,"No compression","No compression",0,0,0,,,0,True,,,,,105,,,,,1,,4,1,,10,"Square Pixels",,High,,,,,"No compression","No compression","Small room, flat monitor",,,,,,,False,,,"-3.0 dB","-3.0 dB",,,,,,,,,False,,,,0,100,,,,
200,OGG.spfx,,"FormatTemplates.Ogg Vorbis","SMI VRBS",ChannelModeStereo,192000,None,44100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Ogg_128kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,128000,None,44100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Ogg_192kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,192000,None,44100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Ogg_256kbits_48kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,256000,None,48000,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Ogg_96kbits_44kHz_stereo.spfx,"Ogg is a free, open container format maintained by the Xiph.Org Foundation.","","SMI VRBS",ChannelModeStereo,96000,None,44100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,QTX_AIFF_16bit_44kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",44100,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,QTX_AIFF_16bit_48kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",48000,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,QTX_AIFF_24bit_48kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",48000,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,QTX_AIFF_24bit_96kHz.spfx,"Audio Interchange File Format","",sounAIFF,ChannelModeStereo,0,"",44100,16,sounAIFF,100000,,BitRateModeOnePassCBR,-1,320x240,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
